f_number,reference_height_fraction,frequency_lp_mm,direction,reference,model,model_minus_reference,sampling
22,0.6,10,S,0.8,0.7619359708647173,-0.03806402913528273,512
22,0.6,20,T,0.305,0.2583279924426761,-0.04667200755732387,512
22,0.6,20,S,0.6,0.5252172465182671,-0.07478275348173291,512
22,0.68,5,T,0.77,0.7694412657890257,-0.0005587342109742988,512
22,0.68,5,S,0.885,0.8845082348860742,-0.0004917651139257906,512
22,0.68,10,T,0.545,0.5237638760065738,-0.021236123993426226,512
22,0.68,10,S,0.775,0.7519664015390439,-0.023033598460956095,512
22,0.68,20,T,0.225,0.2071296359099168,-0.01787036409008322,512
22,0.68,20,S,0.56,0.510737980579583,-0.04926201942041708,512
22,0.7,5,T,0.755,0.7587235395214537,0.003723539521453656,512
22,0.7,5,S,0.88,0.8835114222691153,0.003511422269115272,512
22,0.7,10,T,0.52,0.5067674589211992,-0.013232541078800786,512
22,0.7,10,S,0.77,0.7504273968630526,-0.01957260313694742,512
22,0.7,20,T,0.2,0.19175846191469353,-0.008241538085306477,512
22,0.7,20,S,0.55,0.5090384654585562,-0.0409615345414438,512
22,0.78,5,T,0.73,0.7026579168814471,-0.027342083118552907,512
22,0.78,5,S,0.865,0.8796632512616456,0.014663251261645582,512
22,0.78,10,T,0.485,0.42659773520674354,-0.05840226479325644,512
22,0.78,10,S,0.7,0.745496060265788,0.04549606026578801,512
22,0.78,20,T,0.11,0.11854045737110891,0.008540457371108909,512
22,0.78,20,S,0.43,0.5047307099882626,0.07473070998826264,512
22,0.8,5,T,0.715,0.6846113961097771,-0.03038860389022291,512
22,0.8,5,S,0.86,0.8784331099837897,0.018433109983789664,512
22,0.8,10,T,0.46,0.403510721295944,-0.05648927870405601,512
22,0.8,10,S,0.685,0.7438012498618554,0.05880124986185531,512
22,0.8,20,T,0.09,0.09946112468269817,0.009461124682698177,512
22,0.8,20,S,0.4,0.5029774874358521,0.10297748743585211,512
22,0.9,5,T,0.61,0.5735452880645645,-0.03645471193543548,512
22,0.9,5,S,0.81,0.8662834493471017,0.05628344934710161,512
22,0.9,10,T,0.345,0.27770279429287176,-0.06729720570712822,512
22,0.9,10,S,0.57,0.7223437057605235,0.15234370576052358,512
22,0.9,20,T,0.03,0.028194541723264414,-0.0018054582767355852,512
22,0.9,20,S,0.28,0.4762450535127062,0.19624505351270616,512
22,1,5,T,0.44,0.44999396806195446,0.009993968061954461,512
