f_number,reference_height_fraction,frequency_lp_mm,direction,reference,model,model_minus_reference,sampling
8,0.6,20,S,0.26,0.2820327739157598,0.022032773915759807,512
8,0.68,5,T,0.48,0.6219097827001648,0.14190978270016485,512
8,0.68,5,S,0.45,0.4703287074428483,0.020328707442848315,512
8,0.68,10,T,0.27,0.4108171371440903,0.14081713714409028,512
8,0.68,10,S,0.29,0.3559759423485813,0.06597594234858134,512
8,0.68,20,T,0.12,0.2261607105504475,0.10616071055044751,512
8,0.68,20,S,0.22,0.24826907466640413,0.02826907466640413,512
22,0,5,T,0.905,0.9191522280136574,0.014152228013657342,512
22,0,5,S,0.905,0.9191522280136574,0.014152228013657342,512
22,0,10,T,0.82,0.831114308753435,0.011114308753434998,512
22,0,10,S,0.82,0.831114308753435,0.011114308753434998,512
22,0,20,T,0.66,0.6566858290551799,-0.003314170944820116,512
22,0,20,S,0.66,0.6566858290551799,-0.003314170944820116,512
22,0.2,5,T,0.9,0.9038933246087782,0.003893324608778226,512
22,0.2,5,S,0.9,0.9200509676757543,0.020050967675754316,512
22,0.2,10,T,0.77,0.7908623660863963,0.020862366086396245,512
22,0.2,10,S,0.815,0.8375993663044251,0.02259936630442516,512
22,0.2,20,T,0.62,0.560600821812076,-0.05939917818792395,512
22,0.2,20,S,0.655,0.6755599803798311,0.02055998037983109,512
22,0.4,5,T,0.87,0.8601575906478024,-0.0098424093521976,512
22,0.4,5,S,0.89,0.9066922832414996,0.016692283241499628,512
22,0.4,10,T,0.705,0.696280964161842,-0.008719035838157918,512
22,0.4,10,S,0.8,0.8033192597934866,0.003319259793486573,512
22,0.4,20,T,0.485,0.41415193919017684,-0.07084806080982314,512
22,0.4,20,S,0.63,0.6024235383606316,-0.027576461639368444,512
22,0.6,5,T,0.78,0.823481403530977,0.04348140353097696,512
22,0.6,5,S,0.87,0.8957216738947849,0.025721673894784858,512
22,0.6,10,T,0.545,0.630783508574792,0.085783508574792,512
22,0.6,10,S,0.77,0.7818475770171617,0.011847577017161659,512
22,0.6,20,T,0.3,0.3126863466510677,0.012686346651067715,512
22,0.6,20,S,0.59,0.5680701907508711,-0.021929809249128907,512
22,0.68,5,T,0.72,0.7709438363604381,0.05094383636043809,512
22,0.68,5,S,0.85,0.8908935623581733,0.04089356235817332,512
22,0.68,10,T,0.455,0.5347240925500417,0.0797240925500417,512
22,0.68,10,S,0.72,0.7738358480083908,0.05383584800839081,512
22,0.68,20,T,0.19,0.21716953337971012,0.02716953337971012,512
22,0.68,20,S,0.51,0.5566952488003349,0.04669524880033493,512
22,0.8,5,T,0.615,0.632304970363494,0.017304970363493988,512
22,0.8,5,S,0.82,0.8718660419099311,0.05186604190993116,512
22,0.8,10,T,0.34,0.3638221690195024,0.02382216901950235,512
22,0.8,10,S,0.64,0.7338052723072153,0.09380527230721525,512
22,0.8,20,T,0.07,0.07860930138582116,0.008609301385821153,512
22,0.8,20,S,0.39,0.4968369670039648,0.10683696700396478,512
22,1.0,5,T,0.45,0.34075247168534717,-0.10924752831465284,512
22,1.0,5,S,0.74,0.7594850680746402,0.019485068074640233,512
22,1.0,10,T,0.2,0.11414722142008599,-0.08585277857991402,512
22,1.0,10,S,0.485,0.5182434836091032,0.03324348360910323,512
22,1.0,20,T,0.03,0.0007083915630195448,-0.029291608436980456,512
22,1.0,20,S,0.24,0.26178734011494875,0.02178734011494876,512
