f_number,reference_height_fraction,frequency_lp_mm,direction,reference,model,model_minus_reference,sampling
8,0.3,10,S,0.715,0.8284517392722328,0.11345173927223284,512
8,0.3,20,T,0.235,0.23458121699016973,-0.00041878300983025363,512
8,0.3,20,S,0.465,0.6013112365029856,0.13631123650298554,512
8,0.4,5,T,0.67,0.6277693652716143,-0.04223063472838573,512
8,0.4,5,S,0.765,0.887475709864168,0.122475709864168,512
8,0.4,10,T,0.4,0.32330761256338053,-0.07669238743661949,512
8,0.4,10,S,0.6,0.7455324985132049,0.14553249851320493,512
8,0.4,20,T,0.15,0.11181842569438247,-0.03818157430561753,512
8,0.4,20,S,0.4,0.5110184972171302,0.1110184972171302,512
8,0.5,5,T,0.66,0.6400601713929459,-0.019939828607054122,512
8,0.5,5,S,0.66,0.7878088821299162,0.12780888212991615,512
8,0.5,10,T,0.385,0.3638519651622899,-0.021148034837710106,512
8,0.5,10,S,0.49,0.6304909999754202,0.14049099997542025,512
8,0.5,20,T,0.14,0.06993688782918828,-0.07006311217081174,512
8,0.5,20,S,0.35,0.43221967463802674,0.08221967463802676,512
8,0.6,5,T,0.55,0.6351687134170146,0.0851687134170146,512
8,0.6,5,S,0.56,0.6489878711272136,0.08898787112721351,512
8,0.6,10,T,0.33,0.354237970068112,0.024237970068111958,512
8,0.6,10,S,0.395,0.5390968527199065,0.14409685271990647,512
8,0.6,20,T,0.145,0.0925402813199799,-0.052459718680020084,512
8,0.6,20,S,0.275,0.36173594947421933,0.08673594947421931,512
8,0.68,5,T,0.46,0.5792563249793278,0.11925632497932775,512
8,0.68,5,S,0.49,0.5708803174183925,0.08088031741839252,512
8,0.68,10,T,0.275,0.3331018148026122,0.05810181480261217,512
8,0.68,10,S,0.33,0.47991824847273945,0.14991824847273943,512
8,0.68,20,T,0.13,0.13044025735315826,0.0004402573531582521,512
8,0.68,20,S,0.215,0.3358707966896202,0.12087079668962022,512
8,0.7,5,T,0.44,0.5632994655003735,0.12329946550037346,512
8,0.7,5,S,0.47,0.5626269718222447,0.09262697182224477,512
8,0.7,10,T,0.26,0.3297274249363133,0.06972742493631329,512
8,0.7,10,S,0.305,0.46552826267835035,0.16052826267835035,512
8,0.7,20,T,0.12,0.1318750833906005,0.011875083390600505,512
8,0.7,20,S,0.2,0.3296225160652822,0.1296225160652822,512
8,0.78,5,T,0.36,0.4979107448116732,0.1379107448116732,512
8,0.78,5,S,0.4,0.5252057660446187,0.12520576604461864,512
8,0.78,10,T,0.205,0.29447596915688534,0.08947596915688535,512
8,0.78,10,S,0.255,0.4293857524047491,0.17438575240474907,512
8,0.78,20,T,0.075,0.12255431647405975,0.04755431647405975,512
8,0.78,20,S,0.155,0.31305397484232605,0.15805397484232606,512
22,0,5,T,0.91,0.9129025754881591,0.002902575488159087,512
22,0,5,S,0.91,0.9129025754881591,0.002902575488159087,512
22,0,10,T,0.83,0.8126906614597907,-0.017309338540209218,512
22,0,10,S,0.83,0.8126906614597907,-0.017309338540209218,512
22,0,20,T,0.67,0.618743537371256,-0.05125646262874406,512
22,0,20,S,0.67,0.618743537371256,-0.05125646262874406,512
22,0.1,5,T,0.91,0.9130660574936993,0.003066057493699259,512
22,0.1,5,S,0.91,0.9145916421123069,0.004591642112306893,512
22,0.1,10,T,0.815,0.815201233042635,0.000201233042635085,512
22,0.1,10,S,0.83,0.8186996755966123,-0.011300324403387685,512
22,0.1,20,T,0.645,0.6243064317876991,-0.02069356821230095,512
22,0.1,20,S,0.665,0.6327959231385126,-0.03220407686148741,512
22,0.2,5,T,0.9,0.9093931703489277,0.009393170348927726,512
22,0.2,5,S,0.91,0.9173582362558309,0.0073582362558308745,512
22,0.2,10,T,0.79,0.8094286387399237,0.01942863873992362,512
22,0.2,10,S,0.825,0.8294275359473238,0.004427535947323813,512
22,0.2,20,T,0.585,0.6088366528141381,0.02383665281413816,512
22,0.2,20,S,0.665,0.6582152933176496,-0.006784706682350428,512
22,0.3,5,T,0.89,0.8951748082889155,0.005174808288915478,512
22,0.3,5,S,0.91,0.9164588472141277,0.006458847214127705,512
22,0.3,10,T,0.76,0.7759078553966671,0.01590785539666706,512
22,0.3,10,S,0.82,0.8297116755855825,0.009711675585582502,512
22,0.3,20,T,0.525,0.536393910409608,0.011393910409608021,512
22,0.3,20,S,0.65,0.6596988946619488,0.009698894661948732,512
22,0.4,5,T,0.875,0.8700518993960757,-0.004948100603924255,512
22,0.4,5,S,0.905,0.9091186210444361,0.004118621044436055,512
22,0.4,10,T,0.73,0.7181296148303496,-0.011870385169650333,512
22,0.4,10,S,0.815,0.8108572422295245,-0.004142757770475458,512
22,0.4,20,T,0.455,0.43602816508631287,-0.018971834913687147,512
22,0.4,20,S,0.635,0.6189614196967251,-0.016038580303274874,512
22,0.5,5,T,0.85,0.839652446292332,-0.010347553707667934,512
22,0.5,5,S,0.9,0.8971241384142715,-0.002875861585728501,512
22,0.5,10,T,0.69,0.6565124751644404,-0.0334875248355595,512
22,0.5,10,S,0.81,0.7790708658674487,-0.030929134132551384,512
22,0.5,20,T,0.39,0.35763359510842524,-0.032366404891574774,512
22,0.5,20,S,0.62,0.5549726180008872,-0.06502738199911284,512
22,0.6,5,T,0.81,0.8060366859705579,-0.0039633140294421665,512
22,0.6,5,S,0.89,0.8854646963168249,-0.004535303683175118,512
22,0.6,10,T,0.62,0.5969229291720011,-0.023077070827998925,512
22,0.6,10,S,0.8,0.7500101725296693,-0.04998982747033076,512
22,0.6,20,T,0.305,0.29787339534873336,-0.0071266046512666326,512
22,0.6,20,S,0.6,0.5032614105309104,-0.09673858946908953,512
22,0.68,5,T,0.77,0.7704588962478507,0.00045889624785067085,512
22,0.68,5,S,0.885,0.8792947976208669,-0.005705202379133079,512
22,0.68,10,T,0.545,0.5361868953478799,-0.008813104652120152,512
22,0.68,10,S,0.775,0.7371021581943805,-0.0378978418056195,512
22,0.68,20,T,0.225,0.23667585513938139,0.01167585513938138,512
22,0.68,20,S,0.56,0.4847556233415026,-0.07524437665849748,512
22,0.7,5,T,0.755,0.7591663679189812,0.004166367918981173,512
22,0.7,5,S,0.88,0.8782685835960551,-0.0017314164039449187,512
22,0.7,10,T,0.52,0.5175703455001598,-0.002429654499840228,512
22,0.7,10,S,0.77,0.7354911964891759,-0.03450880351082408,512
22,0.7,20,T,0.2,0.21884857479501862,0.018848574795018613,512
22,0.7,20,S,0.55,0.4832105803254069,-0.06678941967459312,512
22,0.78,5,T,0.73,0.7006672851252376,-0.02933271487476241,512
22,0.78,5,S,0.865,0.875396595253917,0.010396595253917007,512
22,0.78,10,T,0.485,0.4311447021875111,-0.05385529781248888,512
22,0.78,10,S,0.7,0.7331274621334478,0.03312746213344786,512
22,0.78,20,T,0.11,0.14347243052967346,0.033472430529673455,512
22,0.78,20,S,0.43,0.483832504625746,0.053832504625746014,512
22,0.8,5,T,0.715,0.6824734930143666,-0.03252650698563342,512
22,0.8,5,S,0.86,0.8746959967444667,0.014695996744466755,512
22,0.8,10,T,0.46,0.4078030386076671,-0.05219696139233293,512
22,0.8,10,S,0.685,0.7327880687180246,0.047788068718024546,512
22,0.8,20,T,0.09,0.12421688586039313,0.034216885860393134,512
22,0.8,20,S,0.4,0.484286271636307,0.08428627163630698,512
22,0.9,5,T,0.61,0.572902573205933,-0.03709742679406702,512
22,0.9,5,S,0.81,0.866807752388077,0.05680775238807689,512
22,0.9,10,T,0.345,0.2910501495384251,-0.053949850461574855,512
22,0.9,10,S,0.57,0.7217250031104592,0.15172500311045922,512
22,0.9,20,T,0.03,0.03484407940181421,0.004844079401814208,512
22,0.9,20,S,0.28,0.47234713228307124,0.1923471322830712,512
22,1,5,T,0.44,0.43956322062602965,-0.00043677937397035294,512
22,1,5,S,0.74,0.8420316409723468,0.10203164097234685,512
22,1,10,T,0.2,0.1830918838400289,-0.01690811615997112,512
22,1,10,S,0.485,0.6756353061787355,0.19063530617873548,512
22,1,20,T,0.03,0.002639482809995796,-0.027360517190004204,512
22,1,20,S,0.225,0.41771390208520826,0.19271390208520825,512
